,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_range,monthlycharges_range
141,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,8060.0005,No,1 - 12,1 - 20
142,Female,0,No,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,60707090.0005,No,61 - 72,101 - 120
143,Female,0,Yes,Yes,49,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,40304050.0,No,49 - 60,81 - 100
144,Female,1,Yes,No,3,No,No phone service,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,8020.0805,No,1 - 12,21 - 40
145,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,10701040.0505,No,61 - 72,21 - 40
146,Male,0,No,Yes,11,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,809030.02,No,1 - 12,81 - 100
147,Male,0,No,No,28,No,No phone service,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,801000.0805,No,25 - 36,21 - 40
148,Male,0,Yes,No,65,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,60304070.0505,No,61 - 72,101 - 120
149,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,10102030.0605,No,61 - 72,1 - 20
150,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,4030.0105,No,1 - 12,21 - 40
151,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,3050.01,No,1 - 12,21 - 40
152,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,10308080.0,No,49 - 60,21 - 40
153,Male,1,Yes,No,41,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,30805010.0405,No,37 - 48,81 - 100
154,Female,0,Yes,Yes,17,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,10704030.05,Yes,13 - 24,101 - 120
155,Female,0,No,No,30,Yes,No,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,20603080.01,No,25 - 36,81 - 100
156,Male,0,No,No,17,Yes,No,Yes,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,904060.0905,No,13 - 24,41 - 60
157,Female,0,Yes,Yes,16,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,10101040.0805,No,13 - 24,61 - 80
158,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,10707070.06,No,61 - 72,21 - 40
159,Male,0,No,No,9,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,608040.0805,No,1 - 12,61 - 80
160,Female,0,No,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,7040.0305,No,1 - 12,61 - 80
161,Male,0,No,Yes,23,Yes,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,10301020.0405,No,13 - 24,41 - 60
162,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,105090.02,No,1 - 12,1 - 20
163,Male,0,Yes,Yes,19,No,No phone service,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,601000.02,No,13 - 24,21 - 40
164,Female,0,No,No,7,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,400040.0305,No,1 - 12,41 - 60
165,Male,1,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,6090.0605,Yes,1 - 12,61 - 80
166,Male,0,No,No,61,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,60306030.0405,No,61 - 72,101 - 120
167,Female,0,Yes,No,57,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,40102040.0605,No,49 - 60,61 - 80
168,Male,0,No,No,9,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,701030.01,Yes,1 - 12,81 - 100
169,Male,0,No,Yes,15,Yes,No,Yes,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,905000.0705,No,13 - 24,61 - 80
170,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,1090.0605,No,1 - 12,1 - 20
171,Female,0,Yes,No,12,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,500050.0905,No,1 - 12,41 - 60
172,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,10104090.0605,No,49 - 60,21 - 40
173,Male,0,Yes,Yes,4,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,106090.0605,No,1 - 12,41 - 60
174,Female,0,No,No,7,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,502060.07,Yes,1 - 12,81 - 100
175,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,309030.0105,No,13 - 24,21 - 40
176,Female,0,No,Yes,26,No,No phone service,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,10104070.0,No,25 - 36,41 - 60
177,Male,1,Yes,No,36,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,30002010.06,Yes,25 - 36,81 - 100
178,Female,0,Yes,No,53,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,50701080.02,No,49 - 60,101 - 120
179,Male,0,No,No,3,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,109010.0305,Yes,1 - 12,61 - 80
180,Female,0,No,No,68,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,40503090.06,No,61 - 72,61 - 80
181,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,60309070.06,No,61 - 72,81 - 100
182,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,208000.04,No,1 - 12,21 - 40
183,Female,1,Yes,Yes,34,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,20701080.03,Yes,25 - 36,81 - 100
184,Female,0,Yes,No,68,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,50701010.0005,No,61 - 72,81 - 100
185,Female,0,No,Yes,50,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,30407080.0105,No,49 - 60,61 - 80
186,Female,1,No,No,1,No,No phone service,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,3060.0405,Yes,1 - 12,21 - 40
187,Female,1,No,No,41,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,40103030.0905,No,37 - 48,101 - 120
188,Male,1,Yes,No,30,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,20901070.0605,No,25 - 36,101 - 120
189,Male,0,No,No,1,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,5040.03,No,1 - 12,41 - 60
190,Male,1,Yes,Yes,29,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,20906040.08,No,25 - 36,101 - 120
191,Female,0,Yes,Yes,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,20109080.03,No,13 - 24,81 - 100
192,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,10108090.09,No,49 - 60,1 - 20
193,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,10901040.05,No,61 - 72,21 - 40
194,Male,0,No,Yes,22,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,20000010.05,Yes,13 - 24,81 - 100
195,Male,0,No,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,50303060.0305,No,61 - 72,61 - 80
196,Female,1,No,No,66,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,70203080.06,No,61 - 72,101 - 120
197,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,70909080.08,No,61 - 72,101 - 120
198,Female,1,Yes,No,47,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,30802050.0805,Yes,37 - 48,81 - 100
199,Female,0,No,No,51,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,50700030.0205,No,49 - 60,101 - 120
200,Female,0,Yes,Yes,70,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,70309070.0,No,61 - 72,101 - 120
201,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,106040.06,No,1 - 12,1 - 20
202,Male,0,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,60505050.02,No,49 - 60,101 - 120
203,Male,0,No,Yes,3,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,202050.0605,No,1 - 12,61 - 80
204,Male,1,Yes,No,38,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,905050.0705,No,37 - 48,21 - 40
205,Female,0,No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,30308020.03,No,37 - 48,81 - 100
206,Male,0,No,No,37,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,20301030.08,No,37 - 48,61 - 80
207,Female,1,Yes,No,24,No,No phone service,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,903030.03,Yes,13 - 24,41 - 60
208,Female,0,Yes,Yes,14,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,708000.0805,No,13 - 24,61 - 80
209,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,70805020.04,No,61 - 72,101 - 120
210,Male,0,Yes,No,53,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,30108040.0205,Yes,49 - 60,61 - 80
211,Female,0,Yes,No,8,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,706040.0905,Yes,1 - 12,81 - 100
212,Male,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,20706030.0,No,61 - 72,21 - 40
213,Female,1,Yes,No,17,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,10601040.07,No,13 - 24,81 - 100
214,Female,0,Yes,Yes,2,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,104050.04,Yes,1 - 12,61 - 80
215,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,105060.0205,Yes,1 - 12,21 - 40
216,Female,0,Yes,No,48,No,No phone service,Yes,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,10600040.05,Yes,37 - 48,21 - 40
217,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,207000.0105,No,1 - 12,21 - 40
218,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,0.0,No,,1 - 20
219,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,2000.06,No,1 - 12,21 - 40
220,Female,0,No,No,29,Yes,No,Yes,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,10703040.05,No,25 - 36,61 - 80
221,Female,1,Yes,Yes,65,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,70004070.05,No,61 - 72,101 - 120
222,Female,0,No,No,8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,507030.0105,No,1 - 12,61 - 80
223,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,10503080.06,No,61 - 72,21 - 40
224,Female,1,No,No,45,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,40405090.08,No,37 - 48,101 - 120
225,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,70405090.0,No,61 - 72,101 - 120
226,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,300060.0005,No,1 - 12,21 - 40
227,Male,0,No,No,7,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,603090.07,No,1 - 12,101 - 120
228,Male,0,No,No,9,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,304080.0105,No,1 - 12,41 - 60
229,Female,1,Yes,No,43,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,40503030.09,Yes,37 - 48,101 - 120
230,Male,0,Yes,Yes,58,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,50506030.0605,No,49 - 60,81 - 100
231,Male,1,Yes,No,16,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,10508070.0505,Yes,13 - 24,101 - 120
232,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,4000.0205,No,1 - 12,21 - 40
233,Female,0,Yes,No,8,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,804020.09,Yes,1 - 12,101 - 120
234,Female,0,Yes,No,40,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,40202080.0505,No,37 - 48,101 - 120
235,Male,0,No,No,9,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,708040.0405,No,1 - 12,81 - 100
236,Male,0,No,No,41,Yes,No,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,30702090.0705,No,37 - 48,81 - 100
237,Female,0,No,No,26,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,10400060.09,No,25 - 36,41 - 60
238,Female,0,Yes,No,33,Yes,No,Yes,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,10805070.03,No,25 - 36,41 - 60
239,Male,0,Yes,Yes,68,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,70302020.05,No,61 - 72,101 - 120
240,Female,1,Yes,No,65,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,60702050.05,No,61 - 72,101 - 120
241,Male,0,No,No,55,Yes,No,Yes,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,30602070.03,No,49 - 60,61 - 80
242,Male,0,No,No,20,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,10706010.0405,Yes,13 - 24,81 - 100
243,Male,0,No,No,19,Yes,No,Yes,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,10702050.0905,No,13 - 24,81 - 100
244,Female,0,No,No,45,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,40109020.0105,No,37 - 48,81 - 100
245,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,10401010.02,No,61 - 72,21 - 40
246,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,106040.05,Yes,1 - 12,81 - 100
247,Female,0,No,No,27,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,20702040.06,Yes,25 - 36,81 - 100
248,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,206040.0505,No,1 - 12,21 - 40
249,Male,0,No,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,40607010.07,No,61 - 72,61 - 80
250,Male,0,No,No,12,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,10107030.0505,No,1 - 12,81 - 100
251,Female,1,No,No,5,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,301080.05,Yes,1 - 12,61 - 80
252,Male,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,70701030.0505,No,61 - 72,101 - 120
253,Male,1,No,No,35,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,20407010.0205,No,25 - 36,61 - 80
254,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,70804020.03,No,61 - 72,101 - 120
255,Female,0,No,No,31,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,20202070.08,No,25 - 36,61 - 80
256,Male,0,Yes,Yes,52,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,40909000.0205,Yes,49 - 60,101 - 120
257,Male,1,No,No,37,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,30704040.0005,Yes,37 - 48,101 - 120
258,Male,0,No,No,69,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,70202000.0305,Yes,61 - 72,101 - 120
259,Male,1,Yes,No,30,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,20305010.0405,No,25 - 36,81 - 100
260,Female,0,No,No,33,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,20908090.06,No,25 - 36,81 - 100
261,Male,1,Yes,No,54,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,60007070.0705,No,49 - 60,101 - 120
262,Female,0,No,No,59,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,40007000.0905,No,49 - 60,61 - 80
263,Male,1,No,No,55,No,No phone service,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,20407090.0005,No,49 - 60,41 - 60
264,Male,1,Yes,No,69,No,No phone service,Yes,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,20103040.03,No,61 - 72,21 - 40
265,Female,0,No,No,66,Yes,Yes,Yes,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,60000000.01,No,61 - 72,81 - 100
266,Male,0,Yes,Yes,37,Yes,No,Yes,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,20200030.01,No,37 - 48,61 - 80
267,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,108030.0105,No,1 - 12,1 - 20
268,Male,0,Yes,Yes,69,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,60109040.01,No,61 - 72,81 - 100
269,Male,0,No,No,10,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,603080.0905,No,1 - 12,61 - 80
270,Male,0,No,Yes,40,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,20103090.02,Yes,37 - 48,41 - 60
271,Male,0,No,Yes,13,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,803010.0705,No,13 - 24,61 - 80
272,Female,0,No,No,6,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,502010.03,Yes,1 - 12,81 - 100
273,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,10303070.05,No,61 - 72,21 - 40
274,Female,1,Yes,No,66,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,70108010.0905,No,61 - 72,101 - 120
275,Male,0,No,No,11,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,600080.0,Yes,1 - 12,41 - 60
276,Male,0,Yes,Yes,46,Yes,No,Yes,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,20506000.01,No,37 - 48,41 - 60
277,Female,0,No,No,6,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,507070.06,Yes,1 - 12,81 - 100
278,Female,0,Yes,Yes,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,50905030.0,No,49 - 60,101 - 120
279,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,10709000.0105,No,61 - 72,21 - 40
280,Female,0,Yes,Yes,33,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,20503010.04,No,25 - 36,81 - 100
281,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,40706000.03,No,61 - 72,61 - 80
282,Female,0,Yes,No,3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,209020.0805,Yes,1 - 12,81 - 100
283,Female,0,No,Yes,19,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,905030.0605,No,13 - 24,41 - 60
284,Female,1,No,No,5,No,No phone service,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,109080.0,Yes,1 - 12,41 - 60
285,Female,0,Yes,No,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,50700050.0005,No,61 - 72,81 - 100
286,Male,0,Yes,No,8,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,600090.09,Yes,1 - 12,61 - 80
287,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,2000.0505,No,1 - 12,21 - 40
288,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,7090.0605,Yes,1 - 12,81 - 100
289,Female,0,No,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,60909030.0605,No,61 - 72,
290,Female,0,Yes,Yes,71,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,40102020.0605,No,61 - 72,61 - 80
291,Female,0,Yes,No,68,Yes,Yes,Yes,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,50706020.0905,No,61 - 72,81 - 100
292,Male,0,No,No,46,No,No phone service,Yes,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,10503070.0805,No,37 - 48,21 - 40
293,Male,0,No,No,33,Yes,Yes,Yes,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,20600030.03,No,25 - 36,81 - 100
294,Female,0,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,50506060.04,No,49 - 60,101 - 120
295,Female,1,Yes,No,50,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,50403010.09,No,49 - 60,101 - 120
296,Female,0,No,No,57,No,No phone service,Yes,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,20205080.0205,No,49 - 60,41 - 60
297,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,10009020.0305,No,49 - 60,21 - 40
298,Female,1,Yes,No,60,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,60400010.0205,No,49 - 60,101 - 120
299,Female,1,Yes,No,28,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,20801020.02,Yes,25 - 36,101 - 120
300,Female,0,Yes,Yes,1,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,8000.0005,Yes,1 - 12,81 - 100
301,Male,0,Yes,Yes,29,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,20609080.0305,Yes,25 - 36,81 - 100
